firstAuthor	accessionId	publicationDate	journal	title	reportedTrait	efoTraits	bgTraits	discoverySampleAncestry	"replicationSampleAncestry"	associationCount	summaryStatistics	ssApiFlag	agreedToCc0	genotypingTechnologies	pubmedId	initialSampleDescription	"replicateSampleDescription"
"Sun BB"	GCST90240800	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Creatine kinase M-type levels (CKM.2670.67.4)"	"creatine kinase m-type measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240800"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240801	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"CREB-binding protein levels (CREBBP.13614.6.3)"	"CREB-binding protein measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240801"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240802	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Crk-like protein levels (CRKL.9877.28.3)"	"CRK-like protein measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240802"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240803	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cryptic protein levels (CFC1.3294.55.2)"	"cryptic protein measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240803"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240804	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"CUB and sushi domain-containing protein 1 levels (CSMD1.9598.23.3)"	"CUB and Sushi domain-containing protein 1 measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240804"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240805	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"CUB and sushi domain-containing protein 2 levels (CSMD2.9971.5.3)"	"CUB and Sushi domain-containing protein 2 measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240805"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240806	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"CUB and zona pellucida-like domain-containing protein 1 levels (CUZD1.7943.16.3)"	"CUB and zona pellucida-like domain-containing protein 1 measurement"	-	"3301 European"		2	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240806"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240807	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"CUB domain-containing protein 1 levels (CDCP1.6565.68.3)"	"CUB domain-containing protein 1 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240807"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240808	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"cubilin levels (CUBN.12904.180.3)"	"cubilin measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240808"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240809	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"CUGBP Elav-like family member 2 levels (CELF2.7245.2.3)"	"CUGBP Elav-like family member 2 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240809"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240810	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cullin-3 levels (CUL3.10045.47.3)"	"cullin-3 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240810"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240811	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cullin-4B levels (CUL4B.13743.56.3)"	"cullin-4B measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240811"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240812	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cullin-9 levels (CUL9.12991.49.3)"	"cullin-9 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240812"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240813	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cullin-associated NEDD8-dissociated protein 1 levels (CAND1.13937.75.3)"	"cullin-associated NEDD8-dissociated protein 1 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240813"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240814	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"CXADR-like membrane protein levels (CLMP.10440.26.3)"	"CXADR-like membrane protein measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240814"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240815	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"CXADR-like membrane protein levels (CLMP.9585.80.3)"	"CXADR-like membrane protein measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240815"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240816	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cyclic AMP-dependent transcription factor ATF-6 alpha levels (ATF6.11277.23.3)"	"cyclic AMP-dependent transcription factor ATF-6 alpha measurement"	-	"3301 European"		2	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240816"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240817	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cyclic AMP-responsive element-binding protein 3-like protein 1 levels (CREB3L1.11198.37.3)"	"cyclic AMP-responsive element-binding protein 3-like protein 1 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240817"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240818	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cyclic AMP-responsive element-binding protein 3-like protein 4 levels (CREB3L4.11308.8.3)"	"cyclic AMP-responsive element-binding protein 3-like protein 4 measurement"	-	"3301 European"		3	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240818"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240819	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cyclin-C levels (CCNC.7817.36.3)"	"cyclin-C measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240819"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240820	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cyclin-dependent kinase 1:G2/mitotic-specific cyclin-B1 complex levels (CDC2.CCNB1.3422.4.2)"	"cyclin-dependent kinase 1:g2/mitotic-specific cyclin-B1 complex measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240820"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240821	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cyclin-dependent kinase 2-associated protein 1 levels (CDK2AP1.9450.18.3)"	"cyclin-dependent kinase 2-associated protein 1 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240821"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240822	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cyclin-dependent kinase 2:Cyclin-A2 complex levels (CDK2.CCNA2.3357.67.2)"	"cyclin-dependent kinase 2:cyclin-A2 complex measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240822"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240823	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cyclin-dependent kinase 4 inhibitor B levels (CDKN2B.9874.28.3)"	"cyclin-dependent kinase 4 inhibitor B measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240823"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240824	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cyclin-dependent kinase 5:Cyclin-dependent kinase 5 activator 1 complex levels (CDK5.CDK5R1.3358.51.2)"	"cyclin-dependent kinase 5:cyclin-dependent kinase 5 activator 1 complex measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240824"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240825	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cyclin-dependent kinase 8:Cyclin-C complex levels (CDK8.CCNC.3359.11.2)"	"cyclin-dependent kinase 8:cyclin-c complex measurement"	-	"3301 European"		2	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240825"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240826	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cyclin-dependent kinase inhibitor 1B levels (CDKN1B.3719.2.2)"	"cyclin-dependent kinase inhibitor 1b measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240826"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240827	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cyclin-dependent kinase inhibitor 3 levels (CDKN3.14178.18.3)"	"cyclin-dependent kinase inhibitor 3 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240827"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240828	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cyclin-H levels (CCNH.9848.22.3)"	"cyclin-H measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240828"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240829	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cystathionine beta-synthase levels (CBS.10086.39.3)"	"cystathionine beta-synthase measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240829"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240830	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cystatin-8 levels (CST8.10572.65.3)"	"cystatin-8 measurement"	-	"3301 European"		2	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240830"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240831	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cystatin-D levels (CST5.13661.193.3)"	"cystatin-D measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240831"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240832	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cystatin-F levels (CST7.3302.58.1)"	"cystatin-F measurement"	-	"3301 European"		7	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240832"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240833	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cystatin-M levels (CST6.3303.23.2)"	"cystatin-M measurement"	-	"3301 European"		2	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240833"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240834	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cystatin-M levels (CST6.14711.27.3)"	"cystatin-M measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240834"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240835	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cysteine and glycine-rich protein 2 levels (CSRP2.12968.2.3)"	"cysteine and glycine-rich protein 2 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240835"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240836	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cysteine and glycine-rich protein 3 levels (CSRP3.9171.11.3)"	"cysteine and glycine-rich protein 3 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240836"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240837	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Cysteine--tRNA ligase, cytoplasmic levels (CARS.14098.28.3)"	"cysteine--tRNA ligase, cytoplasmic measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240837"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240909	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Dihydropteridine reductase levels (QDPR.11257.1.3)"	"dihydropteridine reductase measurement"	-	"3301 European"		2	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240909"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240910	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Dihydropyrimidinase-related protein 3 levels (DPYSL3.12707.26.3)"	"dihydropyrimidinase-related protein 3 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240910"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240911	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Dihydropyrimidinase-related protein 5 levels (DPYSL5.12683.156.3)"	"dihydropyrimidinase-related protein 5 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240911"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240912	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Dipeptidase 1 levels (DPEP1.8794.13.3)"	"dipeptidase 1 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240912"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240913	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Dipeptidase 2 levels (DPEP2.8327.26.3)"	"dipeptidase 2 measurement"	-	"3301 European"		3	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240913"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240914	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Dipeptidyl peptidase 1 levels (CTSC.3178.5.2)"	"dipeptidyl peptidase 1 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240914"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240915	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Dipeptidyl peptidase 2 levels (DPP7.8346.9.3)"	"dipeptidyl peptidase 2 measurement"	-	"3301 European"		2	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240915"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240916	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Dipeptidyl peptidase 2 levels (DPP7.3608.12.5)"	"dipeptidyl peptidase 2 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240916"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240917	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Discoidin domain-containing receptor 2 levels (DDR2.3606.2.5)"	"discoidin domain-containing receptor 2 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240917"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240918	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Discoidin, CUB and LCCL domain-containing protein 2 levels (DCBLD2.9338.2.3)"	"discoidin, CUB and LCCL domain-containing protein 2 measurement"	-	"3301 European"		2	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240918"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240919	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Disintegrin and metalloproteinase domain-containing protein 11 levels (ADAM11.6586.19.3)"	"disintegrin and metalloproteinase domain-containing protein 11 measurement"	-	"3301 European"		2	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240919"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240920	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Disintegrin and metalloproteinase domain-containing protein 12 levels (ADAM12.4420.7.2)"	"disintegrin and metalloproteinase domain-containing protein 12 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240920"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240921	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Disintegrin and metalloproteinase domain-containing protein 19 levels (ADAM19.8948.13.3)"	"disintegrin and metalloproteinase domain-containing protein 19 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240921"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240922	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Disintegrin and metalloproteinase domain-containing protein 23 levels (ADAM23.7049.2.3)"	"disintegrin and metalloproteinase domain-containing protein 23 measurement"	-	"3301 European"		4	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240922"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240923	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Disintegrin and metalloproteinase domain-containing protein 29 levels (ADAM29.13549.15.3)"	"disintegrin and metalloproteinase domain-containing protein 29 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240923"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240924	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Disintegrin and metalloproteinase domain-containing protein 9 levels (ADAM9.3795.6.2)"	"disintegrin and metalloproteinase domain-containing protein 9 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240924"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240925	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Disks large homolog 3 levels (DLG3.7897.75.3)"	"disks large homolog 3 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240925"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240926	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"DNA dC->dU-editing enzyme APOBEC-3G levels (APOBEC3G.13930.3.3)"	"DNA dC->dU-editing enzyme APOBEC-3G measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240926"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240927	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"DNA excision repair protein ERCC-1 levels (ERCC1.12585.39.3)"	"DNA excision repair protein ERCC-1 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240927"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240928	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"DNA polymerase eta levels (POLH.10022.207.3)"	"DNA polymerase eta measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240928"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240929	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"DNA polymerase iota levels (POLI.13536.56.3)"	"DNA polymerase iota measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240929"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240930	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"DNA primase small subunit levels (PRIM1.13591.31.3)"	"DNA primase small subunit measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240930"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240931	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"DNA repair endonuclease XPF levels (ERCC4.9895.77.3)"	"DNA repair endonuclease XPF measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240931"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240932	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"DNA repair protein RAD51 homolog 1 levels (RAD51.2871.73.2)"	"obsolete_dna repair protein rad51 homolog 1 measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240932"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240933	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"DNA repair protein RAD51 homolog 4 levels (RAD51L3.12554.10.3)"	"DNA repair protein RAD51 homolog 4 measurement"	-	"3301 European"		2	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240933"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240934	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"DNA repair protein XRCC1 levels (XRCC1.12535.2.3)"	"DNA repair protein XRCC1 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240934"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240935	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"DNA repair protein XRCC4 levels (XRCC4.9886.28.3)"	"DNA repair protein XRCC4 measurement"	-	"3301 European"		3	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240935"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90240936	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"DNA topoisomerase 1 levels (TOP1.2876.74.2)"	"DNA topoisomerase 1 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240936"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
